"Source","Start_Time","Start_Lat","Start_Lng","Description","Street","City","County","State","Humidity...","Pressure.in.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Crossing","Junction","Railway","Station","Stop","Traffic_Signal","Visibility_Category","Severity_Category","is_day_light","Distance.km.","Temperature.C.","Wind_Chill.C.","duration","Start_Date","idx_original","Start_Time_Cat","hospital_nearby","traffic_light_nearby","traffic_sign_nearby","police_nearby","commercial_area_nearby","school_zone_nearby"
"Source2","16:42:55",43.083992,-77.509689,"Multi-vehicle accident on NY-96 Jefferson Rd at South St.","South St","Pittsford","Monroe","NY",33,30,"West",15,0.03,"Mostly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,23.278,-3.611,28.8333333333333,"2018-05-05",7083,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","23:40:51",40.805065,-74.29026,"Accident on County Hwy-634 Laurel Ave around Brown Ct.","Laurel Ave","Livingston","Essex","NJ",70,30.16,"SW",5.8,0.01,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,4,1.667,43.5666666666667,"2018-04-09",7084,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:14:57",42.263779,-71.407967,"Accident on Western Ave near Loring Dr.","Loring Dr","Framingham","Middlesex","MA",67,30.01,"WSW",9.2,0.02,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,2.222,-1.667,29.7666666666667,"2018-01-09",7085,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source2","07:38:00",40.655754,-74.409462,"Restrictions due to accident on County Hwy-641 Bonnie Burn Rd near Bumble Bee Ln.","Bonnie Burn Rd","Watchung","Somerset","NJ",88,29.73,"East",9.2,0.01,"Light Rain","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.032,13.722,-3.222,29.35,"2017-06-06",7086,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:28:55",42.05167,-71.084641,"Accident on Roosevelt Cir at MA-138 Washington St.","Roosevelt Cir","South Easton","Bristol","MA",54,30.43,"West",8.1,0.02,"Clear","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,-1.722,-6.056,29.7833333333333,"2018-12-26",7087,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:35:27",43.147682,-77.581978,"Accident on Barrington St at Thayer St.","Barrington St","Rochester","Monroe","NY",84,30.11,"WSW",5.8,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,21.111,2.111,29.7833333333333,"2017-09-15",7088,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","23:56:48",40.700977,-73.49057,"Right lane blocked due to accident on Southern State Pkwy Eastbound between Exits 28N 28S Tally Ln and Exits 28AN 28AS 29 NY-135 Seaford Oyster Bay Expy.","Seaford Oyster Bay Expy S","Seaford","Nassau","NY",90,29.94,"South",12.7,0.02,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,2.173,21.111,-2.389,44.6666666666667,"2018-06-27",7089,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","13:10:25",42.015705,-73.736259,"Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound around County Hwy-2 Jackson Corners Rd.","Taconic State Pkwy N","Red Hook","Dutchess","NY",43,30.17,"WNW",16.1,0.07,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,-2.778,-9.611,44.7666666666667,"2017-02-10",7090,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:19:18",39.653149,-74.343979,"Left lane blocked due to accident on Garden State Pkwy Northbound between Exit 52 County Hwy-654 Greenbush Rd and Exit 58 County Hwy-539.","Route 539","Tuckerton","Ocean","NJ",96,29.55,"ENE",24.2,0.02,"Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,15.08,15,3.222,44.6166666666667,"2018-10-27",7091,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source1","17:44:39",43.19471,-77.62878,"At Lake Ave - Accident.","W Ridge Rd","Rochester","Monroe","NY",83,29.7,"WNW",19.6,0,"Overcast","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0,11.111,0.722,360,"2017-12-05",7092,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:10:16",42.22221,-70.995796,"Accident on Morrison St at Middle St.","Middle St","Braintree","Norfolk","MA",100,30.27,"Calm",11.5,0.02,"","False","False","False","False","True","False","False","","Poc impacte",1,0,18.889,-1.667,29.8166666666667,"2018-09-12",7093,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source1","06:46:38",40.66591,-73.81566,"At Lefferts Blvd/Exit 18 - Accident. Left lane blocked.","Belt Pkwy W","South Ozone Park","Queens","NY",79,30.32,"North",10.4,0,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.176,2.778,-1.222,360,"2017-11-14",7094,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","17:43:19",42.886065,-74.3467,"Closed at Reed Hill Rd - Road closed due to accident."," State Highway 30A","Fultonville","Montgomery","NY",39,30.02,"West",16.1,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",1,1.009,16,-4.667,360,"2017-04-17",7095,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:02:47",39.420696,-75.1847,"Accident on NJ-49 Commerce St at County Hwy-553 Gouldtown Woodruff Rd.","E Commerce St","Bridgeton","Cumberland","NJ",59,29.97,"SSW",12.7,0,"Clear","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,31.111,2.111,44.8666666666667,"2017-06-30",7096,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:57:32",41.945591,-74.030083,"Accident on I-87 Southbound after Exit 19 NY-28.","New York Trwy N","Kingston","Ulster","NY",93,29.91,"Calm",0,0,"Overcast","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",1,0,20.611,-10.833,28.2166666666667,"2017-07-11",7097,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","20:39:54",40.673058,-73.969405,"At Grand Army Plz - Accident.","Flatbush Ave","Brooklyn","Kings","NY",87,30.12,"Calm",6.9,0.01,"","True","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0.003,2,-1.167,30,"2018-03-02",7098,"Noche","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","08:10:28",40.921581,-73.809692,"Right hand shoulder blocked due to accident on Cross County Pkwy Eastbound after Exit 9 Hutchinson River Pkwy.","Hutchinson River Pkwy S","Pelham","Westchester","NY",58,30.07,"WNW",15,0.21,"Scattered Clouds","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,-5.611,-12.944,29.65,"2018-01-18",7099,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","12:18:39",40.838493,-74.179512,"Left lane blocked due to accident on Garden State Pkwy Northbound after Brookdale Service Area.","Garden State Pkwy N","Bloomfield","Essex","NJ",71,30.13,"SSW",6.9,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,24.389,-6.389,28.9666666666667,"2018-10-02",7100,"Tarde","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"Source2","09:56:49",40.687325,-73.615105,"Left lane closed due to accident on Southern State Pkwy Westbound between Exit 21 Nassau Rd and Exits 20N 20S Baldwin Rd.","Southern State Pkwy W","Hempstead","Nassau","NY",40,29.98,"NE",15,0.14,"Mostly Cloudy","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,2.752,0.611,-5,29.6666666666667,"2018-03-20",7101,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","04:32:00",40.754135,-73.898529,"Accident on I-278 Brooklyn Queens Expy Eastbound at Exit 41 Northern Blvd.","Brooklyn Queens Expy","Woodside","Queens","NY",77,30.29,"SSW",6.9,0.06,"Scattered Clouds","False","False","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",0,0,26.111,1.556,29.05,"2018-07-05",7102,"Mañana","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"Source2","04:33:02",42.515549,-73.789352,"Accident on I-87 Southbound at Exit 21A Berkshire Spur.","New York Trwy N","Selkirk","Albany","NY",71,30.2,"Calm",0,0.11,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,8.889,-4.667,28.4833333333333,"2018-10-06",7103,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","10:18:53",43.158714,-77.615807,"Accident on State St at Inner Loop.","Inner Loop","Rochester","Monroe","NY",79,30.01,"Calm",0,0.24,"Light Snow","False","False","False","False","False","False","True","Molt_Poca_Visibilitat","Poc impacte",1,0,1.111,-5.722,29.65,"2018-11-30",7104,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:22:22",40.630268,-74.186508,"Left lane blocked due to accident on I-278 Goethals Bridge Eastbound near Exit 3 Goethals Rd.","Western Ave","Staten Island","Richmond","NY",83,30.4,"ENE",3.5,0.16,"Mostly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",1,0,9.389,4.167,29.5666666666667,"2018-04-24",7105,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:34:12",40.706547,-74.151543,"Left lane blocked due to accident on I-95 Northbound after I-78.","Casciano Memorial Bridge","Newark","Essex","NJ",78,29.9,"West",10.4,0.02,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,17.222,-7.667,29.7333333333333,"2017-09-07",7106,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"Source2","08:56:02",40.495049,-74.300743,"Right lane blocked due to accident on Garden State Pkwy Southbound between Exit 127 US-9 and Exit 125 Chevalier Ave.","Chevalier Ave","South Amboy","Middlesex","NJ",100,30.05,"Calm",0,0.12,"Light Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,4.377,7.778,2.833,44.0333333333333,"2018-02-11",7107,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","16:26:00",42.178917,-70.915993,"Accident on MA-3 Southbound at Exit 15 Derby St.","Derby St","Hingham","Plymouth","MA",24,29.74,"WSW",17.3,0.11,"Overcast","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,30.611,0.278,44.7166666666667,"2018-05-25",7108,"Tarde","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source1","20:26:16",42.546187,-79.178346,"At US-20-truck - Accident."," Central Ave","Silver Creek","Chautauqua","NY",76,29.93,"ENE",5.8,0.06,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0.472,21.111,-13.333,360,"2018-08-10",7109,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:51:42",41.251999,-74.043968,"Exit ramp from Palisades Interstate Pkwy Southbound at Exit 16 to Lake Welch Dr Westbound shoulder blocked due to accident.","Palisades Interstate Pkwy S","Stony Point","Rockland","NY",65,30.33,"NNE",5.8,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.127,3.278,0.833,44.2166666666667,"2018-11-09",7110,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:22:38",43.164555,-77.581085,"Accident on Grand Ave at Webster Ave.","Grand Ave","Rochester","Monroe","NY",93,30.25,"Calm",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,16.111,0.833,29.6666666666667,"2018-08-31",7111,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","12:42:03",40.812698,-73.189697,"Accident on County Hwy-67 Motor Pkwy Southbound at NY-454 Veterans Hwy.","Motor Pkwy","Islandia","Suffolk","NY",93,29.75,"SSW",18.4,0.03,"Overcast","False","True","False","False","False","False","True","Poca_Visibilitat","Poc impacte",1,0,18.889,-7,29.75,"2018-11-02",7112,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:39:06",41.524094,-73.890106,"Right hand shoulder blocked due to accident on US-9 Northbound at I-84.","Route 9","Fishkill","Dutchess","NY",85,29.93,"WSW",5.8,0.2,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,6.722,4.889,29.7666666666667,"2017-03-08",7113,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","23:34:32",40.714153,-73.952904,"Center lane blocked due to accident on I-278 Brooklyn Queens Expy Eastbound at Exits 32 32A Kosciuszko Bridge.","Meeker Ave","Brooklyn","Kings","NY",93,29.77,"NE",15,0.01,"Overcast","True","True","False","False","False","False","True","Poca_Visibilitat","Impacte considerable",0,0,11.111,-6.389,43.55,"2018-11-09",7114,"Noche","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","07:32:48",43.18874,-75.455688,"Accident on Lamphear Rd both ways near County Hwy-44 Lawrence St.","Lawrence St","Rome","Oneida","NY",93,30.39,"ESE",3.5,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,8.889,4.611,29.8166666666667,"2017-10-12",7115,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","22:01:40",40.83478,-73.86594,"At White Plains Rd/Exit 5 - Accident. Right lane blocked.","Cross Bronx Expy W","Bronx","Bronx","NY",76,30.12,"NNE",5.8,0.04,"Overcast","False","True","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0.113,22.222,4.889,29.6666666666667,"2018-09-07",7116,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","14:02:56",40.610584,-74.032516,"Left lane blocked due to accident on I-278 Verrazano-Narrows Bridge (upper level) Eastbound between Lily Pond Ave and Belt Pkwy.","Verrazano Narrows Bridge","Brooklyn","Kings","NY",67,29.8,"North",5.8,0,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,4.748,29.389,1.944,44.2833333333333,"2018-08-18",7117,"Tarde","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","10:10:15",42.35547,-71.18993,"Between Centre St/Exit 17 and Toll Plaza/Exit 18 - Accident. Left lane blocked.","I-90 E","Newton","Middlesex","MA",79,30.29,"SSW",13.8,0.03,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,5.246,3.278,-1.333,360,"2018-02-14",7118,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","15:52:27",40.806892,-73.924423,"Queueing traffic and center lane blocked due to accident on I-87 Major Deegan Expy Northbound at Willis Avenue.","Willis Ave","Bronx","Bronx","NY",35,30.12,"NW",11.5,0,"Mostly Cloudy","False","True","True","False","False","False","True","Bona_Visibilitat","Impacte considerable",1,0,11.111,2.167,44.15,"2018-02-26",7119,"Tarde","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","07:58:02",42.416573,-71.129425,"Accident on Boston Ave at MA-16 Mystic Valley Pkwy.","Boston Ave","Somerville","Middlesex","MA",96,29.62,"SE",11.5,0,"Overcast","False","True","False","False","True","False","True","Bona_Visibilitat","Poc impacte",1,0,15.611,-1.222,29.8166666666667,"2017-10-26",7120,"Mañana","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source2","07:00:29",41.034283,-74.421471,"One lane blocked due to accident on NJ-23 Southbound at County Hwy-695 Echo Lake Rd.","Echo Lake Rd","Newfoundland","Passaic","NJ",71,30.13,"SSW",4.6,0.01,"Clear","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0,-8.889,-12.889,29.7333333333333,"2018-01-18",7121,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source3","16:00:28",40.970047,-74.079414,"Left lane blocked due to accident on NJ-17 Southbound after Firehouse Ln.","E Ridgewood Ave","Paramus","Bergen","NJ",61,30.18,"South",9.2,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,22.778,-18.111,44.7333333333333,"2017-11-02",7122,"Tarde","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source2","04:52:36",42.264107,-71.833801,"Accident on MA-122 Chandler St at June St.","Chandler St","Worcester","Worcester","MA",90,29.9,"NNE",3.5,0.06,"Overcast","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0,15.611,-3.056,29.7833333333333,"2017-08-08",7123,"Mañana","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","09:22:22",43.090088,-77.513008,"Accident on NY-31 State St between NY-96 Main St and South St.","State St","Pittsford","Monroe","NY",71,30.1,"SSW",8.1,0.26,"Scattered Clouds","True","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0.644,22.222,-7,29.8,"2017-08-03",7124,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:16:56",41.576656,-73.816399,"Accident pedestrian involved on NY-82 at Arrowhead Rd.","State Route 82","Hopewell Junction","Dutchess","NY",81,30.22,"SSE",3.5,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,18.278,-10.056,28.9666666666667,"2018-09-21",7125,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","21:57:00",43.102291,-78.962708,"Accident on NY-182 Porter Rd at 4th Ave.","Porter Rd","Niagara Falls","Niagara","NY",90,30.19,"Calm",0,0.18,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,16.722,1.778,29.75,"2018-10-08",7127,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:59:44",40.828316,-73.931114,"Right and center lane blocked due to accident on I-87 Major Deegan Expy Northbound near Macombs Dam Bridge.","Macombs Dam Brg","Bronx","Bronx","NY",68,30.16,"SW",4.6,0.01,"Mostly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",1,0,21.111,-0.833,29.65,"2018-06-08",7128,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","06:56:42",41.517941,-73.973724,"Right hand shoulder blocked due to accident on NY-9D North Ave Northbound after I-84.","I-84 W","Beacon","Dutchess","NY",87,30.28,"West",5.8,0.05,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,1,-1.889,29.7833333333333,"2018-10-19",7129,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source3","16:18:05",40.752068,-73.742973,"Left lane blocked due to accident on Cross Island Pkwy Northbound before Exits 30E 30W I-495 Long Island Expy.","Cross Island Pkwy N","Little Neck","Queens","NY",19,30.08,"Variable",4.6,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,28.889,2.833,30.0166666666667,"2018-05-24",7130,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","06:49:14",43.087143,-77.604988,"Accident on I-390 Genesee Expy Southbound at NY-252 Jefferson Rd.","Jefferson Rd","Rochester","Monroe","NY",75,30.05,"NE",6.9,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,14.389,0.389,29.7833333333333,"2018-06-11",7131,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","16:46:59",40.271756,-74.507954,"At E Windsor/Cranbury County Line - Accident. 2 lanes blocked.","I-95 N","Hightstown","Mercer","NJ",57,30.06,"East",4.6,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,21.111,4.389,29.7333333333333,"2018-09-27",7132,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source1","22:40:34",40.704224,-73.427333,"Closed between RT-27 and CR-47/Great Neck Rd/Main St - Road closed due to accident. Lane blocked.","Broadway","Amityville","Suffolk","NY",93,30.28,"Calm",0,0.01,"Light Rain","False","True","False","False","False","False","False","Poca_Visibilitat","Impacte molt fort/alt",0,0.711,8.889,-15.278,29.6666666666667,"2018-12-14",7133,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:57:05",42.701317,-73.848732,"Accident on I-90 Eastbound at I-87.","New York Trwy S","Albany","Albany","NY",68,29.99,"NW",11.5,0.01,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,4.389,0.5,29.7,"2018-10-30",7134,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","21:19:29",40.665047,-74.182167,"Left lane blocked due to accident on I-95 inner roadway Northbound after Exit 13A NJ-81.","New Jersey Tpke S","Elizabeth","Union","NJ",31,29.81,"NW",10.4,0.01,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,25.611,-5,44.5166666666667,"2018-06-14",7135,"Noche","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source2","09:59:21",43.114841,-77.612228,"Accident on Green Knolls Dr at Westfall Rd.","Westfall Rd","Rochester","Monroe","NY",78,29.97,"NE",15,0.06,"Overcast","False","True","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,20.611,-2.833,29.6833333333333,"2017-07-28",7136,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","17:12:00",41.407036,-74.344444,"Right hand shoulder blocked due to accident on NY-17 Westbound at Exit 122A Fletcher St.","Fletcher St","Goshen","Orange","NY",44,29.79,"WNW",12.7,0.03,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,30,-8,29.7666666666667,"2018-08-09",7137,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","15:32:22",40.820026,-73.054344,"HOV lane blocked due to accident on I-495 Long Island Expy Eastbound at Exit 62 Expressway Dr.","Nicolls Rd","Holtsville","Suffolk","NY",43,29.93,"NNW",13.8,0.02,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,29.389,4.556,29.2,"2017-08-13",7138,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:56:32",40.728577,-73.908699,"Accident on I-495 Long Island Expy Westbound at Exits 17W 18 Borden Ave.","Long Island Expy W","Maspeth","Queens","NY",69,30.16,"SSE",9.2,0,"Light Rain","False","False","False","False","False","False","False","Poca_Visibilitat","Impacte considerable",1,0.016,15,5,30,"2017-05-22",7139,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source1","06:45:54",42.29601,-71.47969,"Between RT-9/Exit 12 and RT-30/Exit 13 - Accident.","I-90 E","Framingham","Middlesex","MA",96,29.87,"North",11.5,0.05,"Light Rain","False","False","False","False","False","False","False","Poca_Visibilitat","Poc impacte",1,7.804,20,-4.778,360,"2017-09-20",7140,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","11:19:40",40.845142,-73.926544,"Right lane blocked due to accident on I-95 Southbound after I-87 Major Deegan Expy.","Major Deegan Expy N","Bronx","Bronx","NY",40,30.11,"SSW",18.4,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,12.222,5.833,29.2166666666667,"2017-11-21",7141,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","19:34:50",42.8283,-78.791069,"Accident on I-90 Westbound at Exit 55 County Hwy-137 Ridge Rd.","New York Trwy W","Buffalo","Erie","NY",81,29.75,"WSW",12.7,0,"Light Snow","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,-3.889,-10.222,44.75,"2017-12-15",7142,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","10:05:32",42.378185,-71.053535,"Lane blocked due to accident on US-1 Tobin Bridge Northbound after 93 Leonard P Zakim Bunker Hill Memorial Bridge.","Tobin Memorial Brg S","Charlestown","Suffolk","MA",71,30.19,"NNE",13.8,0.07,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,22.222,4.611,29.2166666666667,"2018-08-20",7143,"Mañana","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","16:37:04",40.740227,-73.899734,"Left and center lane blocked due to accident on I-278 Queens Midtown Expy Eastbound around Exits 39 39E 65th Pl.","Brooklyn Queens Expy","Woodside","Queens","NY",32,30.07,"WNW",9.2,0.02,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,26.722,-12.222,44.6666666666667,"2017-06-28",7144,"Tarde","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","06:44:52",40.822365,-73.887215,"Left lane blocked due to accident on I-278 Bruckner Expy Eastbound near Exit 49 I-895 Sheridan Expy.","Sheridan Expy N","Bronx","Bronx","NY",60,30.32,"NE",11.5,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,4.389,0.5,29.4666666666667,"2017-11-30",7145,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","09:22:37",40.962254,-73.736137,"Accident on I-95 Northbound at Exits 18B 18B-A County Hwy-8 Mamaroneck Ave.","Mamaroneck Ave","Mamaroneck","Westchester","NY",68,30.64,"Calm",0,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,-6.111,-5.222,59.6833333333333,"2017-01-10",7146,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:12:17",43.164661,-77.680702,"Accident on NY-31 Lyell Ave Northbound at County Hwy-154 Lee Rd.","Lee Rd","Rochester","Monroe","NY",100,29.91,"WSW",4.6,0.01,"Light Rain","False","False","False","False","False","False","True","Molt_Poca_Visibilitat","Poc impacte",1,0,20.611,-6.556,29.5833333333333,"2018-08-14",7147,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:13:47",40.876518,-74.08712,"Accident on Arnot St at Mercer St.","Arnot St","Lodi","Bergen","NJ",78,30.3,"Variable",3.5,0.06,"Overcast","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,17.778,-10.5,29.8166666666667,"2017-10-23",7148,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","17:43:34",40.702885,-73.482475,"Right lane blocked due to accident on Southern State Pkwy Westbound between Exits 30N 30S Broadway and Exits 29N 29S NY-107 Hicksville Rd.","Hicksville Rd","Seaford","Nassau","NY",52,29.91,"South",10.4,0,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.835,10,-2.278,44.75,"2017-03-08",7149,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
